Name,Country,Height (cm),Weight (kg),Gender,Competition Time (s),Event Date,Competition,Position,Current Age,Competition Years,Best Time (s),IMC,Training Hours/Week,Last Injury,Entrenador,Historial de competencias,Nivel de Competencia,Categoria IMC
Nadador_profesional_786,Japan,179.28,71.08,1,60.91,14/04/2023,Regional Meet,5,36,14,59.26,22.11,17,10/02/2023,Entrenador B,5 competencias,Profesional,Normal
Nadador_profesional_157,Russia,175.18,90.76,1,59.27,21/04/2024,Regional Meet,8,38,23,59.19,29.58,12,01/11/2020,Entrenador D,25 competencias,Profesional,Sobrepeso
Nadador_profesional_56,Russia,177.51,74.66,1,55.97,27/10/2024,Local Meet,6,40,11,54.75,23.69,19,Sin lesiones,Entrenador B,10 competencias,Profesional,Normal
Nadador_profesional_686,Brazil,179.37,95.1,1,61.19,20/11/2022,Regional Meet,5,38,2,60.77,29.56,18,25/05/2019,Entrenador C,10 competencias,Profesional,Sobrepeso
Nadador_profesional_121,Japan,175.85,83.96,1,60.2,02/12/2023,Local Meet,4,36,16,59.53,27.15,12,25/05/2019,Entrenador C,20 competencias,Profesional,Sobrepeso
Nadador_profesional_471,USA,171.26,99.05,1,56.26,24/10/2023,Regional Meet,8,39,13,56.04,33.77,10,20/06/2022,Entrenador C,10 competencias,Profesional,Obesidad
Nadador_profesional_547,Japan,171.68,65.28,1,57.22,03/02/2024,Regional Meet,4,40,16,56.63,22.15,15,15/01/2021,Entrenador A,5 competencias,Profesional,Normal
Nadador_profesional_832,Japan,177.52,90.23,1,56.44,29/10/2023,Regional Meet,6,40,24,55.7,28.63,10,25/05/2019,Entrenador C,15 competencias,Profesional,Sobrepeso
Nadador_profesional_450,Brazil,177.04,83.92,1,57.09,30/04/2024,Local Meet,3,39,5,55.46,26.77,12,01/11/2020,Entrenador C,15 competencias,Profesional,Sobrepeso
Nadador_profesional_852,Russia,169.17,79.34,1,66.03,12/02/2024,Local Meet,7,36,13,65.94,27.72,10,Sin lesiones,Entrenador A,20 competencias,Profesional,Sobrepeso
Nadador_profesional_911,USA,178.96,85.1,1,63,20/10/2023,Local Meet,5,36,2,61.02,26.57,11,15/01/2021,Entrenador D,25 competencias,Profesional,Sobrepeso
Nadador_profesional_999,Russia,169.14,75.67,1,61.65,21/10/2024,Regional Meet,8,39,11,61.17,26.45,11,15/01/2021,Entrenador D,20 competencias,Profesional,Sobrepeso
Nadador_profesional_263,Brazil,171.72,96.07,1,59.55,13/11/2023,Regional Meet,6,39,24,57.69,32.58,15,15/01/2021,Entrenador D,25 competencias,Profesional,Obesidad
Nadador_profesional_733,Brazil,169.49,94.61,1,58.83,04/02/2024,Regional Meet,5,40,22,57.75,32.93,14,01/11/2020,Entrenador A,15 competencias,Profesional,Obesidad
Nadador_profesional_962,Russia,175.23,93.63,1,60.9,05/12/2023,Local Meet,3,40,2,60.58,30.49,15,15/01/2021,Entrenador C,25 competencias,Profesional,Obesidad
Nadador_profesional_849,China,172.46,81.21,1,64.26,29/09/2023,State Meet,6,39,1,62.79,27.3,19,20/06/2022,Entrenador A,15 competencias,Profesional,Sobrepeso
Nadador_profesional_642,USA,177.7,73.95,1,64.23,21/10/2023,Regional Meet,2,39,15,64.01,23.42,20,Sin lesiones,Entrenador B,15 competencias,Profesional,Normal
Nadador_profesional_797,Australia,172.88,92.45,1,57.23,18/06/2024,Regional Meet,6,39,8,55.98,30.93,20,Sin lesiones,Entrenador C,15 competencias,Profesional,Obesidad
Nadador_profesional_40,USA,171.78,99.13,1,56.68,16/05/2024,National Championships,3,38,17,54.93,33.59,14,Sin lesiones,Entrenador C,20 competencias,Profesional,Obesidad
Nadador_profesional_326,Brazil,173.69,68.83,1,61.12,23/07/2023,State Meet,10,36,8,61,22.82,12,15/01/2021,Entrenador D,10 competencias,Profesional,Normal
Nadador_profesional_951,Brazil,176.12,94.46,1,59.94,17/11/2022,State Meet,6,36,12,58.42,30.45,14,Sin lesiones,Entrenador A,15 competencias,Profesional,Obesidad
Nadador_profesional_884,Russia,168.97,62.75,1,59.38,13/01/2023,Regional Meet,2,36,8,59.13,21.98,10,Sin lesiones,Entrenador A,25 competencias,Profesional,Normal
Nadador_profesional_801,Brazil,171.17,93.36,1,59.46,28/10/2024,Local Meet,3,39,2,57.57,31.86,14,10/02/2023,Entrenador C,25 competencias,Profesional,Obesidad
Nadador_profesional_575,Japan,174.14,75.99,1,65.51,07/11/2023,Regional Meet,8,36,8,64.85,25.06,11,25/05/2019,Entrenador A,20 competencias,Profesional,Sobrepeso
Nadador_amateur_261,Brazil,191.44,99.63,0,81.93,01/12/2023,State Meet,6,20,2,80.65,27.18,7,01/11/2020,Entrenador D,5 competencias,Amateur,Sobrepeso
Nadador_amateur_12,USA,184.95,75.8,0,75.07,03/08/2024,National Championships,6,21,2,73.64,22.16,8,Sin lesiones,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_329,Brazil,194.93,72.75,0,76.45,10/03/2023,Regional Meet,9,22,3,75.15,19.15,6,10/02/2023,Entrenador C,10 competencias,Amateur,Normal
Nadador_amateur_519,USA,180.95,91.79,0,80.1,08/01/2024,State Meet,5,19,2,78.95,28.03,10,25/05/2019,Entrenador C,10 competencias,Amateur,Sobrepeso
Nadador_amateur_956,USA,189.47,87.67,0,74.62,22/10/2023,Regional Meet,7,21,3,72.72,24.42,5,01/11/2020,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_513,Brazil,181.43,64.49,0,82.63,17/05/2024,Local Meet,4,23,6,80.81,19.59,7,25/05/2019,Entrenador C,25 competencias,Amateur,Normal
Nadador_amateur_228,Brazil,186.85,85.09,0,81.12,17/06/2023,National Championships,7,23,4,80.46,24.37,9,20/06/2022,Entrenador A,5 competencias,Amateur,Normal
Nadador_amateur_356,Russia,191.65,99.71,0,72.08,14/06/2023,State Meet,5,19,2,70.63,27.15,9,10/02/2023,Entrenador A,5 competencias,Amateur,Sobrepeso
Nadador_amateur_725,USA,186.17,98.97,0,79.29,23/11/2022,State Meet,8,23,8,77.3,28.56,5,20/06/2022,Entrenador D,20 competencias,Amateur,Sobrepeso
Nadador_amateur_53,Japan,182.27,79.34,0,80.6,12/06/2024,State Meet,4,24,6,79.16,23.88,9,10/02/2023,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_116,China,188.82,60.95,0,83.4,23/03/2024,Regional Meet,3,18,1,81.65,17.1,10,01/11/2020,Entrenador C,20 competencias,Amateur,Bajo peso
Nadador_amateur_486,USA,191.89,84.15,0,81,17/03/2024,State Meet,8,21,2,80.31,22.85,10,Sin lesiones,Entrenador B,15 competencias,Amateur,Normal
Nadador_amateur_740,Brazil,180.44,97.29,0,73.25,14/09/2023,Local Meet,2,22,3,72.02,29.88,9,25/05/2019,Entrenador D,25 competencias,Amateur,Sobrepeso
Nadador_amateur_711,USA,183.97,73.7,0,72.75,11/07/2023,Regional Meet,9,20,5,70.84,21.78,10,15/01/2021,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_725,Japan,182.67,67.19,0,83.93,23/06/2024,Regional Meet,7,19,4,82.13,20.14,9,15/01/2021,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_729,Australia,193.86,81.28,0,80.31,29/10/2023,Local Meet,8,24,2,79.87,21.63,6,15/01/2021,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_318,Russia,189.26,74.63,0,71.01,17/04/2023,Local Meet,9,18,3,69.99,20.84,6,Sin lesiones,Entrenador B,15 competencias,Amateur,Normal
Nadador_amateur_967,USA,192.77,74.43,0,84.4,01/11/2024,Regional Meet,1,21,4,83.4,20.03,6,25/05/2019,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_512,Australia,192.18,70.69,0,80.04,15/12/2022,Regional Meet,2,23,6,78.84,19.14,6,15/01/2021,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_743,Brazil,194.86,75.29,0,83.96,06/11/2024,Local Meet,10,18,3,83.14,19.83,9,01/11/2020,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_595,Brazil,184.37,74.26,0,84.45,05/08/2024,State Meet,9,18,1,82.6,21.85,5,Sin lesiones,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_170,USA,183.88,69.82,0,81.27,27/04/2024,Local Meet,2,19,4,79.83,20.65,10,25/05/2019,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_808,Australia,186.14,62.71,0,79.96,21/09/2023,State Meet,5,21,3,78.71,18.1,7,10/02/2023,Entrenador C,25 competencias,Amateur,Bajo peso
Nadador_amateur_549,China,184.69,96.09,0,76.53,13/09/2024,Local Meet,8,20,5,75.65,28.17,6,20/06/2022,Entrenador C,5 competencias,Amateur,Sobrepeso
Nadador_amateur_545,China,192.85,64.04,0,82.47,20/03/2023,National Championships,2,19,2,80.51,17.22,10,15/01/2021,Entrenador B,25 competencias,Amateur,Bajo peso
Nadador_amateur_898,China,183.14,64.21,0,75.49,31/07/2024,National Championships,6,18,3,74.76,19.14,7,Sin lesiones,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_220,Brazil,180.31,76.81,0,74.25,14/04/2023,National Championships,8,20,4,73.37,23.63,5,01/11/2020,Entrenador D,15 competencias,Amateur,Normal
Nadador_amateur_637,USA,181.17,68.62,0,80.94,24/07/2023,Regional Meet,8,19,4,79.14,20.91,6,01/11/2020,Entrenador B,15 competencias,Amateur,Normal
Nadador_amateur_451,Australia,180.76,62.98,0,81.83,18/12/2023,Regional Meet,5,19,1,80.87,19.28,7,01/11/2020,Entrenador D,10 competencias,Amateur,Normal
Nadador_amateur_772,Australia,190.15,68.21,0,75.04,30/12/2023,National Championships,10,20,3,74.69,18.86,6,20/06/2022,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_314,Japan,192.7,79.93,0,77.79,31/03/2023,National Championships,4,22,7,76.75,21.53,5,01/11/2020,Entrenador D,10 competencias,Amateur,Normal
Nadador_amateur_564,Brazil,191.71,92.88,0,79.8,24/04/2024,State Meet,4,19,2,79.44,25.27,6,10/02/2023,Entrenador D,20 competencias,Amateur,Sobrepeso
Nadador_amateur_290,Japan,192.04,63.07,0,79.75,19/02/2024,State Meet,7,18,1,78.85,17.1,8,15/01/2021,Entrenador A,25 competencias,Amateur,Bajo peso
Nadador_amateur_846,Japan,187.5,87.29,0,78.72,24/09/2023,State Meet,2,20,3,78.21,24.83,8,15/01/2021,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_393,Russia,182.93,75.67,0,79.91,18/06/2024,Local Meet,7,22,6,78.59,22.61,7,10/02/2023,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_689,Brazil,184.63,68.51,0,84.41,28/10/2023,Regional Meet,9,20,3,83.72,20.1,7,10/02/2023,Entrenador D,25 competencias,Amateur,Normal
Nadador_amateur_86,Australia,181.14,61.02,0,71.43,16/06/2024,State Meet,10,24,3,70.08,18.6,10,Sin lesiones,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_255,Japan,191.53,69.35,0,82.97,21/01/2023,National Championships,10,20,2,81.13,18.9,9,20/06/2022,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_960,Brazil,187.56,91.68,0,76.14,19/12/2022,National Championships,1,21,6,75.92,26.06,5,10/02/2023,Entrenador B,5 competencias,Amateur,Sobrepeso
Nadador_amateur_295,Russia,180.35,62.54,0,73.33,07/05/2024,Regional Meet,6,20,3,73.29,19.23,8,10/02/2023,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_313,Australia,186.4,71.3,0,75.55,23/07/2024,Local Meet,6,24,4,74.36,20.52,9,Sin lesiones,Entrenador B,10 competencias,Amateur,Normal
Nadador_amateur_168,Russia,191.44,80.6,0,73.8,26/01/2024,Regional Meet,2,20,5,72.4,21.99,8,20/06/2022,Entrenador D,15 competencias,Amateur,Normal
Nadador_amateur_597,Japan,193.83,76.91,0,80.8,21/08/2023,Regional Meet,5,22,7,80.26,20.47,10,Sin lesiones,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_994,Japan,184.3,89.16,0,75.75,11/06/2024,Local Meet,9,22,4,75.57,26.25,9,10/02/2023,Entrenador A,25 competencias,Amateur,Sobrepeso
Nadador_amateur_990,China,194.97,88.97,0,82.86,18/04/2023,State Meet,10,24,5,81.23,23.4,7,25/05/2019,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_279,Russia,189.92,64.17,0,77.89,27/01/2023,National Championships,6,20,3,76.88,17.79,7,10/02/2023,Entrenador D,25 competencias,Amateur,Bajo peso
Nadador_amateur_723,Brazil,188.22,76.36,0,76.11,06/11/2023,Regional Meet,6,24,8,74.66,21.55,7,15/01/2021,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_313,USA,191.44,86.77,0,80.61,27/04/2024,State Meet,4,23,6,79.42,23.68,5,01/11/2020,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_156,China,193.07,69.95,0,79.26,10/03/2024,National Championships,9,20,3,78.03,18.77,5,Sin lesiones,Entrenador A,10 competencias,Amateur,Normal
Nadador_amateur_564,Australia,187.29,88.98,0,72.23,09/09/2024,National Championships,9,19,3,71.2,25.37,9,15/01/2021,Entrenador A,5 competencias,Amateur,Sobrepeso
Nadador_amateur_166,Brazil,184.97,78.21,0,79.03,13/01/2023,Regional Meet,10,32,2,77.23,22.86,7,Sin lesiones,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_403,Russia,184.43,93.21,0,74.42,18/06/2024,State Meet,1,27,12,73.98,27.4,7,25/05/2019,Entrenador B,10 competencias,Amateur,Sobrepeso
Nadador_amateur_503,Brazil,188.66,76.95,0,75.57,17/10/2024,State Meet,2,25,9,75,21.62,7,20/06/2022,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_76,USA,192.72,83.07,0,72.97,07/09/2024,Local Meet,8,31,8,71.42,22.37,8,15/01/2021,Entrenador B,15 competencias,Amateur,Normal
Nadador_amateur_476,Brazil,188.47,62.2,0,76.62,31/10/2024,State Meet,2,26,3,75.92,17.51,8,01/11/2020,Entrenador C,15 competencias,Amateur,Bajo peso
Nadador_amateur_384,China,191.68,82.37,0,80.65,28/10/2023,National Championships,6,33,15,79.05,22.42,10,25/05/2019,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_381,Japan,180.31,77.4,0,80.95,29/08/2024,State Meet,1,26,3,79.88,23.81,10,15/01/2021,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_144,China,185.08,77.8,0,79.7,09/01/2023,Regional Meet,9,29,8,78.54,22.71,6,10/02/2023,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_846,China,192.41,68.61,0,71.73,14/02/2023,Regional Meet,8,35,16,69.94,18.53,9,15/01/2021,Entrenador B,20 competencias,Amateur,Normal
Nadador_amateur_966,USA,189.44,82.56,0,82.59,22/07/2023,State Meet,7,28,3,81.99,23.01,10,01/11/2020,Entrenador D,25 competencias,Amateur,Normal
Nadador_amateur_376,Brazil,189.44,79.85,0,80.36,03/04/2023,National Championships,4,29,9,78.39,22.25,10,10/02/2023,Entrenador D,15 competencias,Amateur,Normal
Nadador_amateur_243,Russia,185.98,74.33,0,80.81,24/04/2024,State Meet,2,29,12,80.13,21.49,9,15/01/2021,Entrenador A,5 competencias,Amateur,Normal
Nadador_amateur_94,Japan,188.91,81.74,0,70.33,08/11/2023,Regional Meet,6,32,3,70.04,22.9,9,25/05/2019,Entrenador A,5 competencias,Amateur,Normal
Nadador_amateur_292,Japan,191.23,75.23,0,77.66,05/07/2024,National Championships,7,34,16,76.76,20.57,7,01/11/2020,Entrenador D,15 competencias,Amateur,Normal
Nadador_amateur_157,Australia,186.25,93.35,0,82.07,21/05/2023,National Championships,1,30,13,80.26,26.91,6,25/05/2019,Entrenador D,5 competencias,Amateur,Sobrepeso
Nadador_amateur_440,Russia,180.04,94.75,0,79.54,29/02/2024,State Meet,9,26,5,78.35,29.23,5,Sin lesiones,Entrenador D,10 competencias,Amateur,Sobrepeso
Nadador_amateur_618,Russia,193.9,67.92,0,80.55,19/10/2024,National Championships,5,28,10,80.05,18.07,6,10/02/2023,Entrenador C,25 competencias,Amateur,Bajo peso
Nadador_amateur_135,Japan,191.01,69.43,0,79.12,03/10/2023,Regional Meet,3,30,4,78.52,19.03,6,15/01/2021,Entrenador C,20 competencias,Amateur,Normal
Nadador_amateur_783,Australia,189.48,86.09,0,76.77,21/12/2022,State Meet,5,34,10,76.64,23.98,7,Sin lesiones,Entrenador D,10 competencias,Amateur,Normal
Nadador_amateur_670,China,188.07,92.9,0,73.59,02/06/2023,Regional Meet,5,29,11,71.6,26.26,9,01/11/2020,Entrenador B,25 competencias,Amateur,Sobrepeso
Nadador_amateur_206,Brazil,194.66,92.97,0,82.96,10/07/2024,State Meet,1,34,3,82.38,24.54,6,15/01/2021,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_322,Russia,182.09,61.7,0,75.53,10/05/2024,Local Meet,2,32,12,75.16,18.61,5,15/01/2021,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_133,Brazil,194.23,64.6,0,81.47,08/11/2024,National Championships,10,25,4,80.26,17.12,9,01/11/2020,Entrenador D,5 competencias,Amateur,Bajo peso
Nadador_amateur_913,Russia,192.41,63.25,0,82.4,30/05/2024,Local Meet,3,27,1,81.69,17.08,8,10/02/2023,Entrenador B,5 competencias,Amateur,Bajo peso
Nadador_amateur_736,USA,183.99,93.91,0,78.83,05/02/2023,Regional Meet,6,25,4,77.59,27.74,6,Sin lesiones,Entrenador D,10 competencias,Amateur,Sobrepeso
Nadador_amateur_27,USA,191.71,99.5,0,72.75,30/03/2024,Local Meet,2,32,1,71.62,27.07,9,10/02/2023,Entrenador B,15 competencias,Amateur,Sobrepeso
Nadador_amateur_274,Japan,194.49,74.12,0,76.89,20/11/2022,Regional Meet,8,30,3,75.73,19.59,9,25/05/2019,Entrenador D,25 competencias,Amateur,Normal
Nadador_amateur_242,Russia,180.19,92.36,0,74.71,11/07/2023,Regional Meet,6,26,4,73.02,28.45,6,25/05/2019,Entrenador A,10 competencias,Amateur,Sobrepeso
Nadador_amateur_258,Australia,188.8,85.22,0,82.41,28/03/2024,State Meet,4,28,5,81.9,23.91,8,Sin lesiones,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_951,Japan,185.24,63.29,0,76.01,30/08/2023,Local Meet,10,30,8,75.96,18.44,8,01/11/2020,Entrenador C,10 competencias,Amateur,Bajo peso
Nadador_amateur_332,China,188.91,66.94,0,80.65,04/08/2024,Regional Meet,10,25,5,79,18.76,6,10/02/2023,Entrenador C,10 competencias,Amateur,Normal
Nadador_amateur_713,USA,181.23,77.53,0,79.03,03/05/2024,Regional Meet,10,29,5,78.48,23.61,5,01/11/2020,Entrenador C,10 competencias,Amateur,Normal
Nadador_amateur_289,USA,180.55,68.52,0,70.9,24/07/2024,Local Meet,1,25,7,70.88,21.02,5,Sin lesiones,Entrenador D,25 competencias,Amateur,Normal
Nadador_amateur_342,China,187.33,69.11,0,71.48,13/11/2024,Local Meet,5,32,16,71.04,19.69,10,20/06/2022,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_417,Brazil,194.55,69.72,0,82.37,23/02/2024,Regional Meet,3,35,5,82.35,18.42,10,20/06/2022,Entrenador C,15 competencias,Amateur,Bajo peso
Nadador_amateur_164,Brazil,186.22,73.08,0,73.86,24/07/2023,Regional Meet,8,26,3,73.8,21.07,8,01/11/2020,Entrenador D,25 competencias,Amateur,Normal
Nadador_amateur_584,USA,186.33,67.14,0,72.33,19/05/2023,Regional Meet,7,28,6,72.02,19.34,9,15/01/2021,Entrenador D,25 competencias,Amateur,Normal
Nadador_amateur_334,Australia,191.24,83.4,0,74.14,10/09/2024,Local Meet,10,35,18,73.05,22.8,6,01/11/2020,Entrenador C,25 competencias,Amateur,Normal
Nadador_amateur_826,Russia,181.8,64.77,0,78.76,28/07/2024,National Championships,2,30,14,77.47,19.6,7,15/01/2021,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_838,Australia,182.02,99.51,0,74.85,26/05/2024,National Championships,6,33,14,74.35,30.04,6,Sin lesiones,Entrenador A,25 competencias,Amateur,Obesidad
Nadador_amateur_622,Brazil,185.66,63.89,0,77.83,01/11/2023,State Meet,4,32,17,76.18,18.54,6,01/11/2020,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_667,Russia,183.88,81.33,0,72.79,20/12/2022,National Championships,1,31,4,72.54,24.05,5,15/01/2021,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_524,USA,186.8,77.35,0,77.11,19/06/2023,State Meet,9,27,5,75.34,22.17,5,Sin lesiones,Entrenador B,15 competencias,Amateur,Normal
Nadador_amateur_86,China,193.21,73.17,0,70.54,07/03/2023,State Meet,2,28,6,70.22,19.6,7,15/01/2021,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_42,USA,192.19,76.61,0,81.67,11/01/2024,State Meet,9,25,8,80.03,20.74,10,20/06/2022,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_196,Australia,182.49,86.69,0,77.4,25/03/2024,Regional Meet,2,25,1,75.99,26.03,9,15/01/2021,Entrenador C,10 competencias,Amateur,Sobrepeso
Nadador_amateur_368,Russia,184.97,73.5,0,75,19/01/2024,State Meet,4,27,8,74.93,21.48,10,20/06/2022,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_475,USA,184.06,72.01,0,77.02,31/07/2023,State Meet,5,34,3,76.67,21.26,9,25/05/2019,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_709,Brazil,185.2,89.45,0,80.13,23/01/2023,State Meet,1,34,17,79.19,26.08,9,20/06/2022,Entrenador D,25 competencias,Amateur,Sobrepeso
Nadador_amateur_127,Japan,187.04,85.53,0,70.48,30/04/2024,Regional Meet,3,35,7,69.19,24.45,8,10/02/2023,Entrenador D,5 competencias,Amateur,Normal
Nadador_amateur_537,USA,183.51,77.82,0,79.02,11/07/2023,National Championships,8,36,21,77.26,23.11,6,01/11/2020,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_573,Japan,186.43,65.66,0,76.61,02/02/2024,State Meet,7,38,5,75.94,18.89,7,25/05/2019,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_429,Japan,193.81,90.77,0,72.97,25/12/2023,Regional Meet,10,36,6,71.57,24.17,8,15/01/2021,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_732,Australia,187.44,85.9,0,80.18,20/09/2024,Local Meet,7,40,5,78.52,24.45,9,20/06/2022,Entrenador B,15 competencias,Amateur,Normal
Nadador_amateur_510,Russia,183.95,78.88,0,82.49,12/07/2024,National Championships,5,38,6,81.95,23.31,7,Sin lesiones,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_185,China,190.92,66.09,0,77.17,22/11/2022,State Meet,9,40,24,75.35,18.13,5,Sin lesiones,Entrenador D,25 competencias,Amateur,Bajo peso
Nadador_amateur_313,China,194.17,64.37,0,80.17,30/03/2024,Regional Meet,10,36,3,79.23,17.07,9,25/05/2019,Entrenador B,5 competencias,Amateur,Bajo peso
Nadador_amateur_123,Japan,188.38,69.72,0,80.84,07/05/2023,State Meet,6,39,21,80.84,19.65,9,20/06/2022,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_201,China,189.01,71.55,0,80.86,10/06/2024,State Meet,8,39,1,78.91,20.03,7,25/05/2019,Entrenador A,5 competencias,Amateur,Normal
Nadador_amateur_89,Japan,183.33,82.89,0,75.7,17/02/2023,Local Meet,6,38,11,73.98,24.66,7,15/01/2021,Entrenador A,25 competencias,Amateur,Normal
Nadador_amateur_910,Russia,182.16,98.66,0,77.26,30/09/2023,National Championships,7,37,14,76.77,29.73,10,Sin lesiones,Entrenador C,25 competencias,Amateur,Sobrepeso
Nadador_amateur_274,Australia,191.72,92.65,0,73.94,30/07/2023,National Championships,9,37,8,72.19,25.21,6,01/11/2020,Entrenador D,15 competencias,Amateur,Sobrepeso
Nadador_amateur_485,China,192.59,67.58,0,80.07,24/05/2024,State Meet,2,40,6,78.25,18.22,6,15/01/2021,Entrenador B,25 competencias,Amateur,Bajo peso
Nadador_amateur_725,Brazil,194.05,61.92,0,73.1,17/08/2023,State Meet,6,40,23,72.62,16.44,8,01/11/2020,Entrenador A,15 competencias,Amateur,Bajo peso
Nadador_amateur_435,USA,185.55,79.96,0,77.21,24/11/2022,National Championships,7,37,13,76.63,23.22,7,01/11/2020,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_79,USA,190.66,80.55,0,72.32,27/03/2024,Local Meet,8,39,14,70.78,22.16,5,01/11/2020,Entrenador C,25 competencias,Amateur,Normal
Nadador_amateur_85,Brazil,182.59,99.27,0,82.3,31/01/2024,State Meet,4,36,21,81.75,29.78,6,20/06/2022,Entrenador D,5 competencias,Amateur,Sobrepeso
Nadador_amateur_413,Brazil,184.36,72.95,0,72.36,19/09/2023,Local Meet,3,38,2,70.6,21.46,9,20/06/2022,Entrenador A,15 competencias,Amateur,Normal
Nadador_amateur_576,China,184.63,98.01,0,77.71,25/09/2024,National Championships,1,36,2,77.3,28.75,7,01/11/2020,Entrenador A,5 competencias,Amateur,Sobrepeso
Nadador_amateur_94,Japan,186.76,85.19,0,79.18,07/01/2024,State Meet,6,39,12,77.51,24.42,9,10/02/2023,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_581,Russia,194.26,95.04,0,73.99,13/08/2024,State Meet,2,40,8,73.31,25.18,9,10/02/2023,Entrenador B,20 competencias,Amateur,Sobrepeso
Nadador_amateur_418,Russia,181.07,82.21,0,77.76,22/07/2024,Local Meet,6,40,2,76.74,25.07,6,15/01/2021,Entrenador A,5 competencias,Amateur,Sobrepeso
Nadador_amateur_654,Australia,193.2,85.72,0,80.6,18/10/2023,National Championships,2,38,23,79.6,22.97,8,10/02/2023,Entrenador C,25 competencias,Amateur,Normal
Nadador_amateur_778,Brazil,181.4,64.48,0,75.56,08/04/2023,Local Meet,7,37,9,74.53,19.6,6,Sin lesiones,Entrenador A,20 competencias,Amateur,Normal
Nadador_amateur_599,Australia,191.71,76.98,0,75.12,13/10/2023,National Championships,6,37,11,74.51,20.95,9,25/05/2019,Entrenador B,25 competencias,Amateur,Normal
Nadador_amateur_636,USA,186.62,84.93,0,78.53,31/01/2023,State Meet,9,36,15,78.22,24.39,8,Sin lesiones,Entrenador C,15 competencias,Amateur,Normal
Nadador_amateur_558,China,184.52,60.39,0,80.57,25/03/2023,Regional Meet,6,37,22,80.15,17.74,9,15/01/2021,Entrenador D,20 competencias,Amateur,Bajo peso
Nadador_amateur_526,Japan,181.51,85.55,0,74.83,08/03/2024,Local Meet,9,37,10,74.12,25.97,6,25/05/2019,Entrenador A,25 competencias,Amateur,Sobrepeso
Nadador_amateur_501,USA,191.81,77.94,0,80.79,03/10/2024,Regional Meet,8,36,5,79.3,21.18,6,20/06/2022,Entrenador B,5 competencias,Amateur,Normal
Nadador_amateur_694,USA,180.37,76.32,0,79.8,05/02/2024,Local Meet,8,40,4,79.18,23.46,10,15/01/2021,Entrenador C,5 competencias,Amateur,Normal
Nadador_amateur_970,USA,183.7,68.86,0,79.88,21/05/2024,State Meet,3,40,20,79.75,20.41,7,25/05/2019,Entrenador D,20 competencias,Amateur,Normal
Nadador_amateur_939,USA,191.95,93.15,0,77.2,19/01/2024,State Meet,8,39,9,75.29,25.28,5,10/02/2023,Entrenador C,25 competencias,Amateur,Sobrepeso
Nadador_amateur_641,Australia,188.71,90.11,0,75.54,30/03/2024,State Meet,9,38,20,74.88,25.3,7,25/05/2019,Entrenador C,10 competencias,Amateur,Sobrepeso
